"SEC Region","Organization CRD#","Additional CRD Number","Total number of additional CRD numbers","SEC#","Firm Type","CIK#","Total number of CIK numbers","Primary Business Name","Legal Name","Main Office Street Address 1","Main Office Street Address 2","Main Office City","Main Office State","Main Office Country","Main Office Postal Code","Main Office Private Residence Flag","Main Office Telephone Number","Main Office Facsimile Number","Total number of offices, other than your Principal Office and place of business","Mail Office Street Address 1","Mail Office Street Address 2","Mail Office City","Mail Office State","Mail Office Country","Mail Office Postal Code","Mail Office Private Residence Flag","SEC Current Status","SEC Status Effective Date","Jurisdiction Notice Filed-Effective Date","Latest ADV Filing Date","Form Version","1I","Website Address","Total Number of Website Addresses","Location of Books and Records Street Address 1","Location of Books and Records Street Address 2","Location of Books and Records City","Location of Books and Records State","Location of Books and Records Country","Location of Books and Records Postal Code","Total Number of Books and Records Locations","1M","1N","1O","1O - If yes, approx. amount of assets","1P","2B(1)","2B(2)","2B(3)","3A","3A-Other","3B","3C-State","3C-Country","6A(1)","6A(2)","6A(3)","6A(4)","6A(5)","6A(6)","6A(7)","6A(8)","6A(9)","6A(10)","6A(11)","6A(12)","6A(13)","6A(14)","6A(14)-Other","6B(1)","6B(2)","6B(3)","7A(1)","7A(2)","7A(3)","7A(4)","7A(5)","7A(6)","7A(7)","7A(8)","7A(9)","7A(10)","7A(11)","7A(12)","7A(13)","7A(14)","7A(15)","7A(16)","Count of IA Affiliates","Count of IA/BD Affiliates","Count of BD Affiliates","Control/Controlled by Related Person","Under Common Control","Share Supervised Persons","Share Location","7B","Count of Private Funds - 7B(1)","Any PFs a Master","Any Hedge Funds","Total number of Hedge funds","Any Liquidity Funds","Total number of Liquidity funds","Any PE Funds","Total number of PE funds","Any Real Estate Funds","Total number of Real Estate funds","Any Securitized Funds","Total number of Securitized funds","Any VC Funds","Total number of VC funds","Any Other Funds","Total number of Other funds","Total Gross Assets of Private Funds","Count of Private Funds - 7B(2)","10A","Count of Control person Public Reporting Company","11","11A(1)","Count of 11A(1) disclosures","11A(2)","Count of 11A(2) disclosures","11B(1)","Count of 11B(1) disclosures","11B(2)","Count of 11B(2) disclosures","11C(1)","Count of 11C(1) disclosures","11C(2)","Count of 11C(2) disclosures","11C(3)","Count of 11C(3) disclosures","11C(4)","Count of 11C(4) disclosures","11C(5)","Count of 11C(5) disclosures","11D(1)","Count of 11D(1) disclosures","11D(2)","Count of 11D(2) disclosures","11D(3)","Count of 11D(3) disclosures","11D(4)","Count of 11D(4) disclosures","11D(5)","Count of 11D(5) disclosures","11E(1)","Count of 11E(1) disclosures","11E(2)","Count of 11E(2) disclosures","11E(3)","Count of 11E(3) disclosures","11E(4)","Count of 11E(4) disclosures","11F","Count of 11F disclosures","11G","Count of 11G disclosures","11H(1)(a)","Count of 11H(1)(a) disclosures","11H(1)(b)","Count of 11H(1)(b) disclosures","11H(1)(c)","Count of 11H(1)(c) disclosures","11H(2)","Count of 11H(2) disclosures","12A","12B(1)","12B(2)","12C(1)","12C(2)"
"CHRO","155667","","","802-127037","ERA","","","CHICAGO RIVER CAPITAL, LLC","CHICAGO RIVER CAPITAL, LLC","20 NORTH CLARK STREET","SUITE 3300","CHICAGO","IL","United States","60602","N","312-269-4600","312-561-2302","0","","","","","","","","ERA - Active","11/15/2022","","06/03/2025","10/2021","Y","HTTP://WWW.CRCFUNDS.COM","1","20 NORTH CLARK STREET","","CHICAGO","IL","United States","60602","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","IL","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","1","N","N","N","N","Y","                   4","N","Y","4","N","","N","","N","","N","","N","","N","","            29,650,049.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","301379","","","802-116739","ERA","2011385","1","CATALYS PACIFIC, LLC","CATALYS PACIFIC, LLC","8-14","MINAMI-AOYAMA 3-CHOME MINATO-KU","TOKYO","","Japan","107-0062","N","81-50-1744-2996","","1","","","","","","","","ERA - Active","05/06/2019","","03/27/2025","10/2021","Y","https://catalyspacific.com/","2","95 N STATE ROUTE 17","SUITE 304","PARAMUS","NJ","United States","07652","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","Y","Y","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","           580,338,918.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","319603","","","802-125733","ERA","","","WHEELHOUSE 360 ADVISORS LP","WHEELHOUSE 360 ADVISORS LP","4 STAR POINT","SUITE 201","STAMFORD","CT","United States","06902","N","203-344-0234","","1","","","","","","","","ERA - Active","04/25/2022","","03/31/2025","10/2021","Y","https://www.linkedin.com/company/wheelhouse-360-firm/about/","4","","","","","","","0","N","N","N","","","Y","N","N","Limited Partnership","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            48,887,520.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"MIRO","288036","","","802-110308","ERA","","","TULLIS HEALTH INVESTORS","TULLIS HEALTH INVESTORS OF FLORIDA LLC","11770 U.S. HIGHWAY 1 - SUITE 503","","PALM BEACH GARDENS","FL","United States","33408","N","561-200-3300","561-200-3600","0","","","","","","","","ERA - Active","03/29/2017","","03/27/2025","10/2021","Y","HTTP://Tullisfunds.com","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","FL","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   4","Y","N","","N","","N","","N","","N","","Y","4","N","","            64,189,041.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"LARO","325777","","","802-128217","ERA","","","ISLAND GREEN CAPITAL MANAGEMENT LLC","ISLAND GREEN CAPITAL MANAGEMENT LLC","","","","","","","Y","310-975-0265","","0","","","","","","","","ERA - Active","05/25/2023","","03/28/2025","10/2021","Y","https://islandgreencapital.com/","1","333 BUSH ST.","FLOOR 23, STE 2300","SAN FRANCISCO","CA","United States","94104","1","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","           106,602,444.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","308065","","","802-118560","ERA","","","LONG HILL CAPITAL VENTURE PARTNERS GP 1, L.P.","LONG HILL CAPITAL VENTURE PARTNERS GP 1, L.P.","MAPLES CORPORATE SERVICES LIMITED,","BOX 309, UGLAND HOUSE","GRAND CAYMAN","","Cayman Islands","KY1-1104","N","86 21 60257000","","0","UNIT 3101, PLAZA 66, TOWER 2","1266 NANJING WEST ROAD","SHANGHAI","","China","200040","N","ERA - Active","03/27/2020","","03/14/2025","10/2021","Y","http://www.lhcap.cn/","3","","","","","","","0","N","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","","Cayman Islands","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","7","0","0","Y","N","Y","Y","Y","                   0","N","N","","N","","N","","N","","N","","N","","N","","                      .00","                   1","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","162746","","","802-74689","ERA","","","CORNERSTONE CAPITAL MANAGEMENT, INC.","CORNERSTONE CAPITAL MANAGEMENT, INC.","3155 W. BIG BEAVER ROAD","SUITE 207","TROY","MI","United States","48084-3007","N","248-649-4549","248-649-4513","0","","","","","","","","ERA - Active","03/19/2012","","02/20/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","MI","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            34,987,050.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"CHRO","161766","","","802-74665","ERA","","","SPLIT ROCK PARTNERS, LLC","SPLIT ROCK PARTNERS, LLC","16526 WEST 78TH STREET, SUITE 504","","EDEN PRAIRIE","MN","United States","55346","N","612-465-8679","","0","","","","","","","","ERA - Active","03/16/2012","","03/20/2025","10/2021","Y","HTTP://WWW.SPLITROCK.COM","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","N","Y","Y","                   4","N","N","","N","","N","","N","","N","","Y","4","N","","           128,353,799.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","318797","","","802-132609","ERA","","","LIONBIRD (VENTURES) LTD.","LIONBIRD (VENTURES) LTD.","25 HABARZEL ST.","","TEL AVIV","","Israel","6971035","N","+972-3-5333885","","0","","","","","","","","ERA - Active","03/30/2025","","03/30/2025","10/2021","Y","https://www.facebook.com/lionbirdventures","4","333 BUSH STREET","FLOOR 23, STE. 2300","SAN FRANCISCO","CA","United States","94104","1","Y","N","N","","","Y","Y","N","Corporation","","DECEMBER","","Israel","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   3","N","N","","N","","N","","N","","N","","Y","3","N","","           174,253,000.00","                   0","Y","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","331456","","","802-130442","ERA","","","LONE RIVER PARTNERS, LLC","LONE RIVER PARTNERS, LLC","3 GREENWICH OFFICE PARK","SUITE 225","GREENWICH","CT","United States","06831","N","203-552-6684","","0","","","","","","","","ERA - Active","05/09/2024","","03/25/2025","10/2021","N","","0","","","","","","","0","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","Y","Y","Y","Y","                   2","N","N","","N","","Y","2","N","","N","","N","","N","","            88,708,001.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","332647","","","802-131925","ERA","","","BERKELEY SKYDECK FUND I GP, LLC","BERKELEY SKYDECK FUND I GP, LLC","2150 SHATTUCK BLVD","PENTHOUSE","BERKELEY","CA","United States","94704","N","510-859-8643","","0","","","","","","","","ERA - Active","01/06/2025","","01/06/2025","10/2021","Y","https://skydeck.vc/","1","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","            68,352,444.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","339641","","","802-135316","ERA","","","CRYSTAL VENTURE MANAGEMENT, L.P.","CRYSTAL VENTURE MANAGEMENT, L.P.","6 E. 43RD ST.","15TH FLOOR","NEW YORK","NY","United States","10017","N","(856) 261-6652","","0","","","","","","","","ERA - Active","01/12/2026","","01/12/2026","10/2021","Y","https://www.crystalventurepartners.com/","2","200 E LAS OLAS BLVD","","FORT LAUDERDALE","FL","United States","33301","1","N","N","N","","","Y","N","N","Limited Partnership","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   2","N","N","","N","","N","","N","","N","","Y","2","N","","            34,000,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","301595","","","802-115069","ERA","","","CIP II ADMINISTRATIVE, LLC","CIP II ADMINISTRATIVE, LLC","200 PAGE MILL ROAD","SUITE 100","PALO ALTO","CA","United States","94306","N","650-687-0500","650-687-0234","0","","","","","","","","ERA - Active","03/26/2019","","03/31/2025","10/2021","Y","HTTP://WWW.ALLEGISCYBER.COM","2","","","","","","","0","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5","0","0","Y","N","Y","Y","Y","                   1","N","N","","N","","N","","N","","N","","Y","1","N","","           168,445,102.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","162209","","","802-76023","ERA","","","BOREALIS VENTURES","BOREALIS VENTURE MANAGEMENT II, LLC","10 ALLEN STREET","","HANOVER","NH","United States","03755","N","603-643-1500","603-643-7600","0","","","","","","","","ERA - Active","03/30/2012","","04/15/2025","10/2021","Y","HTTPS://WWW.LINKEDIN.COM/COMPANY/BOREALIS-VENTURES/","5","ONE BANK STREET","SECOND FLOOR","WILLIAMSTOWN","MA","United States","01267","2","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","            64,008,493.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"SFRO","334352","","","802-132383","ERA","2059507","1","VISIONSQUARE","VISIONSQUARE FUND, L.P.","","","","","","","Y","(360)718-6882","","1","","","","","","","","ERA - Active","03/11/2025","","03/11/2025","10/2021","Y","https://visionsquare.fund","1","100 N HOWARD ST STE R","","SPOKANE","WA","United States","99201","1","N","N","N","","","N","Y","N","Limited Partnership","","DECEMBER","WA","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0","0","0","N","N","N","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","               250,000.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","321996","","","802-126537","ERA","","","WOLVER HILL ASSET MANAGEMENT ASIA LIMITED","WOLVER HILL ASSET MANAGEMENT ASIA LIMITED","15/F LKF 29, 29 WYNDHAM STREET, CENTRAL","","HONG KONG","","Hong Kong","","N","+852 3678 0678","+852 3678 0666","0","","","","","","","","ERA - Active","08/11/2022","","02/18/2025","10/2021","Y","https://www.wolverhill.com/","2","N/A","","N/A","","Japan","","4","Y","N","N","","254900RFA0Y057158N51","N","Y","N","Corporation","","DECEMBER","","Hong Kong","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","Y","Y","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","2","0","0","Y","N","Y","N","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            17,713,183.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"MIRO","317893","","","802-126719","ERA","","","REFORMATION MANAGEMENT, LLC","REFORMATION MANAGEMENT, LLC","310 NW 26TH ST","SUITE A","MIAMI","FL","United States","33127","N","(917) 971-8129","","0","","","","","","","","ERA - Active","09/09/2022","","02/11/2025","10/2021","Y","https://www.reformation.vc/","2","","","","","","","0","N","N","N","","","Y","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   6","N","N","","N","","N","","N","","N","","Y","6","N","","           120,188,196.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"FWRO","152510","","","802-119047","ERA","1481882","3","LIMESTONE VALUE PARTNERS, LLC","LIMESTONE VALUE PARTNERS, LLC","2 RIVERWAY","STE 670","HOUSTON","TX","United States","77056","N","346-575-2361","","0","","","","","","","","ERA - Active","06/12/2020","","08/12/2025","10/2021","N","","0","230 W. MONROE ST.","SUITE 1150","CHICAGO","IL","United States","60606","1","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","TX","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   1","N","Y","1","N","","N","","N","","N","","N","","N","","            91,703,782.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"BRO","310440","","","802-124735","ERA","","","FLOATING POINT ADVISORS LLC","FLOATING POINT ADVISORS LLC","","","","","","","Y","317-507-7143","","0","","","","","","","","ERA - Active","03/24/2022","","03/31/2025","10/2021","Y","https://www.floating.vc/","1","2402 17TH STREET, SUITE 240","#9064","DENVER","CO","United States","80202","1","N","N","N","","","Y","N","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","0","0","0","Y","N","Y","Y","Y","                   5","N","N","","N","","N","","N","","N","","Y","5","N","","           173,587,807.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"NYRO","311191","","","802-135213","ERA","","","STONECUTTER CAPITAL ADVISORS LLC","STONECUTTER CAPITAL ADVISORS LLC","915 BROADWAY","SUITE 1308","NEW YORK","NY","United States","10010","N","(212) 920-6362","","1","","","","","","","","ERA - Active","12/22/2025","","12/22/2025","10/2021","Y","http://www.stonecuttercapital.com/","3","621 NORTH AVE NE","SUITE C110","ATLANTA","GA","United States","30308","5","N","N","N","","","N","Y","N","Limited Liability Company","","DECEMBER","DE","United States","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","1","0","0","Y","Y","Y","Y","Y","                   6","N","N","","N","","N","","Y","6","N","","N","","N","","           135,989,519.00","                   0","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
"HQ","331627","","","802-130887","ERA","","","BRIDGE FUND MANAGEMENT LIMITED","FUNDROCK MANAGEMENT COMPANY LIMITED","PERCY EXCHANGE, 8/34 PERCY PLACE","","DUBLIN 4","","Ireland","D04P5K3","N","+35315669800","","0","","","","","","","","ERA - Active","07/09/2024","","07/30/2025","10/2021","Y","https://www.linkedin.com/company/bridge-fund-management-limited/","2","","","","","","","0","Y","N","N","","635400RUG44T8XVKWX28","N","Y","N","Corporation","","DECEMBER","","Ireland","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","","Y","Y","Y","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","0","0","0","N","N","N","N","Y","                   1","N","N","","N","","Y","1","N","","N","","N","","N","","               681,343.00","                  29","N","                   0","N","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","N","0","","","","",""
